10151359_0_8168779773862259178.tar.gz,0,http://dbpedia.org/ontology/Book
10579449_0_1681126353774891032.tar.gz,1,http://dbpedia.org/ontology/Newspaper
10630177_0_4831842476649004753.tar.gz,2,http://dbpedia.org/ontology/Building
11278409_0_3742771475298785475.tar.gz,1,http://dbpedia.org/ontology/Company
1146722_1_7558140036342906956.tar.gz,0,http://dbpedia.org/ontology/Mountain
11599512_1_280388135214354946.tar.gz,0,http://dbpedia.org/ontology/Country
11688006_0_8123036130090004213.tar.gz,1,http://dbpedia.org/ontology/Country
11833461_1_3811022039809817402.tar.gz,0,http://dbpedia.org/ontology/VideoGame
12125836_0_1134348206297032434.tar.gz,1,http://dbpedia.org/ontology/RadioStation
12151277_0_1262954734066545952.tar.gz,1,http://dbpedia.org/ontology/Hospital
12183399_0_6725061928072492226.tar.gz,0,http://dbpedia.org/ontology/Country
12193237_0_8699643798888088574.tar.gz,0,http://dbpedia.org/ontology/Country
12271141_0_8517913935669973086.tar.gz,0,http://dbpedia.org/ontology/Company
12746760_0_6703465836620308483.tar.gz,0,http://dbpedia.org/ontology/PoliticalParty
13357355_0_5384862281417742530.tar.gz,0,http://dbpedia.org/ontology/FictionalCharacter
13395751_3_369722706637560735.tar.gz,0,http://dbpedia.org/ontology/Lake
13719111_1_5719401842463579519.tar.gz,0,http://dbpedia.org/ontology/Bird
14067031_0_559833072073397908.tar.gz,0,http://dbpedia.org/ontology/Country
14311244_0_7604843865524657408.tar.gz,0,http://dbpedia.org/ontology/Mountain
1438042986423_95_20150728002306-00125-ip-10-236-191-2_88435628_5.tar.gz,0,http://dbpedia.org/ontology/PoliticalParty
1438042986423_95_20150728002306-00329-ip-10-236-191-2_805336391_10.tar.gz,1,http://dbpedia.org/ontology/Swimmer
1438042989018_40_20150728002309-00067-ip-10-236-191-2_57714692_2.tar.gz,0,http://dbpedia.org/ontology/Cricketer
1438042989043_35_20150728002309-00287-ip-10-236-191-2_875026214_2.tar.gz,0,http://dbpedia.org/ontology/Mountain
14380604_4_3329235705746762392.tar.gz,1,http://dbpedia.org/ontology/Company
15700884_0_8204220284166767221.tar.gz,0,http://dbpedia.org/ontology/Company
1614988_0_8789868670151796042.tar.gz,0,http://dbpedia.org/ontology/Scientist
16767252_0_2409448375013995751.tar.gz,1,http://dbpedia.org/ontology/Film
16949304_0_2573050770332101882.tar.gz,0,http://dbpedia.org/ontology/Hospital
18422942_0_3659164506677528063.tar.gz,0,http://dbpedia.org/ontology/Work
19073331_0_2742992342272078110.tar.gz,0,http://dbpedia.org/ontology/PoliticalParty
19272019_0_1508498249156534553.tar.gz,0,http://dbpedia.org/ontology/University
19361188_0_1640726405141876003.tar.gz,0,http://dbpedia.org/ontology/Mountain
19654359_0_3020273135042459469.tar.gz,1,http://dbpedia.org/ontology/Airport
20135078_0_7570343137119682530.tar.gz,1,http://dbpedia.org/ontology/Film
2066887_0_746204117268168398.tar.gz,0,http://dbpedia.org/ontology/Saint
21245481_0_8730460088443117515.tar.gz,1,http://dbpedia.org/ontology/Lake
21329809_0_5526008408364682899.tar.gz,1,http://dbpedia.org/ontology/City
21333456_2_1886495893795687264.tar.gz,0,http://dbpedia.org/ontology/Scientist
21337553_0_8832378999628437599.tar.gz,1,http://dbpedia.org/ontology/Mountain
21362676_0_6854186738074119688.tar.gz,1,http://dbpedia.org/ontology/Film
21585935_0_294037497010176843.tar.gz,1,http://dbpedia.org/ontology/Airport
21801207_0_8144839668470123042.tar.gz,5,http://dbpedia.org/ontology/VideoGame
22864497_0_8632623712684511496.tar.gz,0,http://dbpedia.org/ontology/VideoGame
22987653_0_7774852112768859306.tar.gz,1,http://dbpedia.org/ontology/Scientist
24036779_0_5608105867560183058.tar.gz,0,http://dbpedia.org/ontology/Country
24142265_0_4577466141408796359.tar.gz,5,http://dbpedia.org/ontology/VideoGame
24417511_0_3058323105166963431.tar.gz,1,http://dbpedia.org/ontology/BaseballPlayer
24850757_0_5978004733768297283.tar.gz,0,http://dbpedia.org/ontology/Country
24859353_0_7027810986004269522.tar.gz,1,http://dbpedia.org/ontology/Currency
25404227_0_2240631045609013057.tar.gz,1,http://dbpedia.org/ontology/Film
25933880_0_4058554985574416690.tar.gz,0,http://dbpedia.org/ontology/Wrestler
26270372_1_3774607938887520564.tar.gz,0,http://dbpedia.org/ontology/Monarch
26310680_0_5150772059999313798.tar.gz,0,http://dbpedia.org/ontology/Currency
27466715_0_3913547177671701530.tar.gz,0,http://dbpedia.org/ontology/VideoGame
28036255_0_5705563063166785494.tar.gz,0,http://dbpedia.org/ontology/Mountain
28079336_1_3124145965038277571.tar.gz,1,http://dbpedia.org/ontology/Company
